"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
10/2/22 6:00 PM,"haibunda","864334585860980737",,"-1","in","<a href='https://www.echobox.com' rel='nofollow'>Echobox</a>","Suami Ayu Dewi, Regi Datau tengah menjadi perbincangan karena diduga berselingkuh dengan Denise Chariesta. https://t.co/nLl2Xf1Vu0",,,0.0,"1576512479567437826"
10/2/22 6:00 PM,"detikhot","137282671",,"-1","in","<a href='https://www.echobox.com' rel='nofollow'>Echobox</a>","Suami Ayu Dewi, Regi Datau tengah menjadi perbincangan karena diduga berselingkuh dengan Denise Chariesta. #detikNetwork  https://t.co/aaeje7toMH",,,0.0,"1576512479408099328"
10/2/22 5:57 PM,"cip?","1176274102786514945",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @laaaanis: Huhah bgt ini akhir september topiknya ga abis2??

1. Reza arab selingkuh
2. Kris hatta pedofil
3. Rizky billar kdrt
4. Regi…",,,4351.0,"1576511572997918723"
10/2/22 5:45 PM,"Denara","1485017240",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576508717818081286"
10/2/22 5:43 PM,"halomotherf*ckerswkwk","1310979632972230657",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1576508118325829633"
10/2/22 5:38 PM,"Indra syah putra","1262290535198232576",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576506985708544000"
10/2/22 5:35 PM,"?.","1249242472821043200",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576506171082801153"
10/2/22 5:23 PM,"yuhuuu","382509409",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1576503130778238976"
10/2/22 5:14 PM,"lagi ngumpulin niat","1428670813008326664",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576500917506961409"
10/2/22 5:03 PM,"???~Bahiyyih Debut?","1363636546109276161",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576498077690494976"
10/2/22 4:51 PM,"??*????*??","1245268739995492352",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576495193783951361"
10/2/22 4:50 PM,"irisa iradati","162620397",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576494729180499972"
10/2/22 4:49 PM,"ally ?","249492333",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","ni dr awal cerita regi selingkuh sm denise, yg gw bingung ngapain sih dr richard? ?",,,0.0,"1576494678794416128"
10/2/22 4:49 PM,"Aya","1004564491617513474",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576494530559324162"
10/2/22 4:48 PM,"Aya","1004564491617513474",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576494332730781696"
10/2/22 4:43 PM,"NON INDAH","272746543",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576493158250053633"
10/2/22 4:39 PM,"Phi | help RT/like pinned twt ?","1565257887416733696",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @macaudee: Topinya kak lucu bgt ga sih ga cuma ada warna biru sm kuning loh msh bnyk pilihan warna dan ini bisa dipakai untuk cewe cowo…",,,157.0,"1576492032138579968"
10/2/22 4:36 PM,"pupa","554063600",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @hanna_yola: Bu Awa cheers! keep smile & happy ya Bu Awa!!. Semoga dengan adanya kasus ini, keluarga bu Awa jadi semakin lengket. Bu Ayu…",,,3.0,"1576491298978045953"
10/2/22 4:35 PM,"syam","274552633",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576491065858588672"
10/2/22 4:34 PM,"pupa","554063600",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @ZoelHelmiLubis1: Dlu sih gue kira regi datau joke atau ya uda becanda ehh ternyata berita yg viral skrg katanya slingkuh kok agak mende…",,,165.0,"1576490776275472384"
10/2/22 4:24 PM,"EsKOPI","1270571523259195392","inipunyaaing","58806724","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@inipunyaaing udh nonton vlog atm di patahin? 
atau vlog ayu nyamperin ke kantor bawa Sushi? liat vlog itu deh, elu bakal ikut ngerasa sakit hati liat perlakuan regi

drdulu gw yakin itu bkn cool tp itu gak cinta, tp setelah kluar isu selingkuh gw makin yakin klo dia bnran gak cinta bininya..",,,0.0,"1576488315054092290"
10/2/22 4:07 PM,"nisa ????? ; aplikasi & zoom premium","1079940260522385408",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576483928462217217"
10/2/22 4:00 PM,"abel","1412784772263206923",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @inirianaw: twitter rame bgt case : 
1. Billar selingkuh & KDRT ke Lesti
2. Regi Datau (suaminya Ayu Dewi) selingkuh sama Denise udh 4 t…",,,2609.0,"1576482216938328064"
10/2/22 3:45 PM,"IT’S MY DREAM, NOT HERS!","113580984",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1576478392396185600"
10/2/22 3:45 PM,"extraless","208320569",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1576478391036825600"
10/2/22 3:40 PM,"Ryuu","1245647659001450498",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576477134541185025"
10/2/22 3:35 PM,"Taejk57","1534327066841481216",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @racunindo: Bonstaten Slingbag ?
?? 4.9
https://t.co/Vf4hgFDPEX

( reyhan ryan chenle minyakrasaair bangkok bighit denise cipung di sctv…",,,158.0,"1576476005954646017"
10/2/22 3:33 PM,"Arif","1225700803031134211",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576475400406192128"
10/2/22 3:30 PM,"Outro:Tear?","1029618422714261505",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576474666239082497"
10/2/22 3:25 PM,"?","1548599392692686848",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576473430932672513"
10/2/22 3:24 PM,"??","77442114",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576473242726203392"
10/2/22 3:24 PM,"R C A ??","70712679",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @eisradisa: Reza arab yg keliatannya bucin parah, ngetreat wendy like a queen ternyata selingkuh.
Regi datau, suaminya ayu dewi, keliata…",,,887.0,"1576473059082457088"
10/2/22 3:23 PM,"IntanMuliyaRatnaPuri","1558214358",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576472842249842693"
10/2/22 3:18 PM,"leeJENO?bestboy","1251516425040064519",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576471794088755207"
10/2/22 3:15 PM,"tyas kartiko sutawi","636087168",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Ngomong2 soal selingkuh, KDRT, seperti halnya kasusnya Reza arap, Rizky Billar, Regi Datau dan yg sejenisnya, ada video m…",,,258.0,"1576470825217114112"
10/2/22 3:12 PM,"Vivi |???? ???? ?????, ???????","1356850360032264192",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576470174366339073"
10/2/22 3:07 PM,"enjel","1062944752851513344",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576468969740853248"
10/2/22 3:03 PM,"enjel","1062944752851513344",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576467824058322945"
10/2/22 3:00 PM,"rizal","1083349756569501696",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576467091120877569"
10/2/22 3:00 PM,"Riz","2344742035",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576467062490210304"
10/2/22 2:47 PM,"Sylvianisca Octaviani","152184478",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576463797396549635"
10/2/22 2:41 PM,"ji","1543485005053120513",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576462401427238912"
10/2/22 2:41 PM,"setia alqudsy","1576460554444546048",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1576462286457171968"
10/2/22 2:38 PM,"Sapi Terbang","2605605584",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Heri_Horeh: R lagi ada ada aja
Regi selingkuh
Rizki Billar KDRT
Rohan bunga dikerubutin matel tolol hhahaa

Udah ada pasal tapi masih a…",,,11.0,"1576461713414582272"
10/2/22 2:24 PM,"pii","1229722766292602881",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1576458198780813312"
10/2/22 2:24 PM,"Mint •","1262959671876431872",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576458192212459520"
10/2/22 2:23 PM,"???","56371166",,"-1","in","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576457790867972100"
10/2/22 2:22 PM,"dstr","857239668",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576457575809572866"
10/2/22 2:20 PM,"mcflurry","965535080813744128",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576457189853495296"
10/2/22 2:19 PM,"Miki","326565132",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576456714362056706"
10/2/22 2:15 PM,"your froggie bae?","849165304445902848",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576455703585169408"
10/2/22 1:43 PM,"?","610544960",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","rizky, regi, reza semuanya selingkuh anjir inisial r. hm....",,,0.0,"1576447765885771776"
10/2/22 1:22 PM,"mff nu oleng babeh dlu yh","1034963162972315648",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576442441569181698"
10/2/22 1:05 PM,"Chii | JOKI 2125+? DM/WA FAST RESPONSE!","1399249889435873280",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576438132404166657"
10/2/22 1:03 PM,"Baksoo","1557063093938597888",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1576437748277264385"
10/2/22 1:03 PM,"sysy","960291281405554690",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576437700739346432"
10/2/22 1:01 PM,"thoriq darulqutni","842398281418211328",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576437289567543296"
10/2/22 12:56 PM,"kyo","2885029484",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576435887059374081"
10/2/22 12:55 PM,"Sherly","1010611212",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576435702060834816"
10/2/22 12:50 PM,"achira | follback ya","1299405604599996416",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576434400354398208"
10/2/22 12:49 PM,"skyyruto","1542820651136057344",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576434107227475968"
10/2/22 12:46 PM,"Pewe • OhO! ?","586305706",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @FirrKook: Orang yang udah berkeluarga semakin kesini semakin kesana. Kurang bersyukur mungkin ya
Dari Reza arap selingkuh, terus Rizky…",,,176.0,"1576433339094818816"
10/2/22 12:43 PM,"ka","1298658068113133573",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1576432737774620673"
10/2/22 12:43 PM,"Speak doang || pejuang 45KG","1064453027455631361",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576432703523590144"
10/2/22 12:43 PM,"putri r.","1138280342836486147",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576432604286713857"
10/2/22 12:42 PM,"?M for Mut?","2520030985",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576432300434554880"
10/2/22 12:41 PM,".","1421976731888459781",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @muly1701: Inisial R
1. Rafi Ahmad (Lord yang sudah insaf) 
2. Rizky Aditya (suami nya citra Kirana) 
3. Reynhard Sinaga (Penjahat kelam…",,,1262.0,"1576432241689104384"
10/2/22 12:39 PM,"van ?","1419549867127447554",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Banyak juga ya yg terungkap di bulan ini :

1. Reza arap selingkuh
2. Kris hatta pedofil
3. Leslar, Rizky Billar kdrt ke…",,,5255.0,"1576431766164103168"
10/2/22 12:34 PM,"jolie","4633980493",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576430366860402688"
10/2/22 12:29 PM,"????????????","1223983634832486400",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576429234712875010"
10/2/22 12:29 PM,"yours","1131426274482671616",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @salirajw: Setelah melihat kasus rizky billar kdrt dan selingkuhi lesty, arab yang bucin selingkuh, regi datau selingkuh 4 th sama denis…",,,380.0,"1576429132627394560"
10/2/22 12:26 PM,"Pewe • OhO! ?","586305706",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @RereAlathas: Regi Datau suaminya bu Ayu dewi yg terlihat lempeng lurus aja ternyata 4 tahun selingkuh sama Denise.
Ciri2 yg Denise sebu…",,,6126.0,"1576428498566098944"
10/2/22 12:26 PM,"??","145604846",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @inirianaw: twitter rame bgt case : 
1. Billar selingkuh & KDRT ke Lesti
2. Regi Datau (suaminya Ayu Dewi) selingkuh sama Denise udh 4 t…",,,2609.0,"1576428279443005440"
10/2/22 12:22 PM,"?","324125612",,"-1","in","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576427482810810368"
10/2/22 12:21 PM,"(b)amsbams","1478764489931591684",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @txtfrombxb: Update rank news di sosial media
1. Rizky billar gay ?
2. Lesti korban kdrt ?
3. Regi selingkuh ?
4. Chandraliow ?
5. Reza…",,,18.0,"1576427152597139459"
10/2/22 12:18 PM,"hesbiya","1222434755045539840",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Selingkuh itu pilihan bukan khilaf..
Rizky bilar, Regi datau, Reza arappp contoh manusia2 ga bersykur.
Hati2nya bkn ke inisial R aja sebenernya bisa jadi inisial H, heRul misalnya @HerulFahryan",,,0.0,"1576426443651035137"
10/2/22 12:18 PM,"ai rini???","1478732086379151360","amiw0303","1386701282849607682","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@amiw0303 Betulll sekali.regi Datau jh selingkuh",,,0.0,"1576426408850915329"
10/2/22 12:18 PM,"apelo","976424315758428160",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576426351577686016"
10/2/22 12:17 PM,"?","1544443587441487873",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @YareY4r3Daze: Ngomong2 soal selingkuh, KDRT, seperti halnya kasusnya Reza arap, Rizky Billar, Regi Datau dan yg sejenisnya, ada video m…",,,258.0,"1576426016985096193"
10/2/22 12:16 PM,"far","1280111866732146688",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @akutungguinkok: Selingkuh selama 4thn itu bkn waktu yang sebentar. Kalo kuliah, Regi Datau & Denise udah wisuda s1 tuh sarjana perselin…",,,478.0,"1576425809338077186"
10/2/22 12:14 PM,"?","1544443587441487873",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @anindira_nara: Tapi ayu dewi keren dah, pasti doi udah tau perselingkuhan suaminya itu kan. Dia beli rumah + mobil terbaru tapi tagihan…",,,150.0,"1576425399252180992"
10/2/22 12:13 PM,"far!","1285439628049125377",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Gara2 sebelum tidur liat regi datau di fyp tiktok w jd mimpi suami w selingkuh jir??",,,0.0,"1576425003335442432"
10/2/22 12:12 PM,"Monji","1184059545569464320",,"-1","in","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @eisradisa: Reza arab yg keliatannya bucin parah, ngetreat wendy like a queen ternyata selingkuh.
Regi datau, suaminya ayu dewi, keliata…",,,887.0,"1576424886230478848"
