Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
10/5/22 3:45 AM,??????,3255699980,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @IrishTimes: King Charles III has thanked President Michael D Higgins for the response in Ireland to the death of his mother Queen Elizaà,,,4.0,1577384525713539072
10/5/22 3:28 AM,??Camping??Countess Jezell,1364805260322234369,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577380065255559185
10/5/22 3:26 AM,St Anne's Resource Centre,1153253249321000962,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @EmmausUK: Jacob, @EmmausLeeds' 8-year-old fundraising superstar, received a card from Queen Elizabeth II before her death. 

Jacob hadà",,,4.0,1577379619875000344
10/5/22 3:22 AM,pw,1555734321696473089,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577378662282067968
10/5/22 3:18 AM,aaaaaaaaaaaaaaaaaa,899871886586368000,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @PopCrave: Kanye West empathizes with the UK following the death of Queen Elizabeth II:  

ôLONDON I KNOW HOW YOU FEEL
I LOST MY QUEEN Tà",,,3986.0,1577377694781685783
10/5/22 3:17 AM,Argo Times,1501631467939639300,argo_times,1501631467939639300,en,<a href='https://argotimes.com' rel='nofollow'>Argo Bot</a>,"@FoxNews period following the death of Queen Elizabeth II.'Movies like Austin PowersandKill Bill they presented these caricatures of women of Asian descent as oversexualized or aggressive,' the Duchess of Sussex said.Meghan Markle spoke to comedian..https://t.co/XmNPZ0ecu5",,,0.0,1577377290123706368
10/5/22 3:14 AM,??????,3255699980,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @1NewsNZ: Queen Elizabeth II's death sparks NZ republic debate @teaniwahuri
https://t.co/LS065uEqQl https://t.co/V1AZhFMm5a",,,6.0,1577376572935634944
10/5/22 3:13 AM,Ash,3382661720,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577376325127766016
10/5/22 3:06 AM,Juan Carlos Wilson L≤pez,1518777765658611715,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577374498487156746
10/5/22 3:01 AM,coco,1522487429403394054,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577373459641942029
10/5/22 2:58 AM,Steve Godfrey,482387688,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,RT @PeterDutton_MP: An extraordinary life which touched so many has sadly come to an end. The last page has been inked on an exceptional reà,,,200.0,1577372718756171776
10/5/22 2:37 AM,Linda Ferguson,1568704362872033283,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577367408381149186
10/5/22 2:32 AM,Us Weekly,20012204,,-1,en,<a href='https://sproutsocial.com' rel='nofollow'>Sprout Social</a>,"Prince William paid tribute to his 'much-missed grandmother' Queen Elizabeth II during his speech at the United for Wildlife summit.
https://t.co/4gKLbR5rw2",,,7.0,1577366139285422092
10/5/22 2:31 AM,ATCA,234876887,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @KareReviews: On this episode of 'News of the Month', I discuss stories involving Ricky Kirshner & Glenn Weiss producing the Oscars, Jonà",,,2.0,1577365824624541701
10/5/22 2:12 AM,"Lawyer Meshack Otieno, LLB. Hons",736749584,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577361113456717824
10/5/22 2:01 AM,Galileo B. Luzano,1899275323,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,Queen Elizabeth II's cause of death revealed on her death certificate https://t.co/LCatrwJfxd via @GMA,,,0.0,1577358169830879232
10/5/22 1:55 AM,Thera Tobias Dai,818927537632014336,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577356761652150281
10/5/22 1:40 AM,Pearce Pears,1368685584143749123,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577352962330042370
10/5/22 1:27 AM,DublinerInNottinghamshire,928665294,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,As a Conservative Party member I didnÆt vote for either Truss or Sunak as I along with many others was dismayed that @PennyMordaunt wasnÆt selected. I think she was outstanding as Leader of the House at the proclamation following the death of our late Majesty Queen Elizabeth II.,,,1.0,1577349669151293445
10/5/22 1:25 AM,kandacereddtv,115781732,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577349223346888704
10/5/22 1:21 AM,SQUILL KEN,526998643,BigTastyInc,790018232853946368,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"@BigTastyInc I think your idea that the USA/UK Lend-Lease agreement of WWII actually led to the death of Queen Elizabeth II was, quite frankly, ludicrous https://t.co/qKyF9qn154",,,0.0,1577348246997024806
10/5/22 1:18 AM,rip damon albarns career,1337426275112247297,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @PopBase: Queen Elizabeth IIÆs cause of death has been revealed as æold age.Æ https://t.co/vY5sFhtNeh,,,1962.0,1577347355506098176
10/5/22 1:17 AM,valle,2498120269,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @etnow: Meghan MarkleÆs Spotify podcast is back with a new episode since the death of her grandmother-in-law Queen Elizabeth II.

https:à",,,4.0,1577347205199020052
10/5/22 1:16 AM,Anyichukwunwafor,953792582303170560,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @CNN: Calls are growing in South Africa for Britain's royal family to return the world's largest known clear-cut diamond in the wake ofà,,,2556.0,1577346904530485248
10/5/22 1:13 AM,Anyichukwunwafor,953792582303170560,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @CNN: Calls are growing in South Africa for Britain's royal family to return the world's largest known clear-cut diamond in the wake ofà,,,715.0,1577346130886725632
10/5/22 1:10 AM,Sergey,29372421,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577345480794726400
10/5/22 12:56 AM,Vicki S,711984845929488384,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577342022461128706
10/5/22 12:51 AM,Nouse,19909158,,-1,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"The recent death of Queen Elizabeth II gives us chance to examine her love and support for all British sport throughout her life, Euan Clague reports https://t.co/tnsgjb6iBc",,,1.0,1577340631269216256
10/5/22 12:40 AM,Dupsy didahop,1537915464801669122,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @hanamrunesoberi: Retweet if Brian Griffin's death was more sad the Queen Elizabeth II's! https://t.co/3v6jCFLzzA,,,6528.0,1577337978611023877
10/5/22 12:28 AM,Entertainment Tonight,23603092,,-1,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"Meghan MarkleÆs Spotify podcast is back with a new episode since the death of her grandmother-in-law Queen Elizabeth II.

https://t.co/uv6tiTvMRs",,,4.0,1577334731984687105
10/5/22 12:27 AM,Hani Murad,85330879,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577334588430589952
10/5/22 12:27 AM,Nino Telia,1948929786,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ENortonHistory: #OTD in 1568 death of Elizabeth of Valois, 3rd wife of Philip II of Spain & daughter of Henry II of France & Catherineà",,,21.0,1577334582676017157
10/5/22 12:26 AM,Beth Gavaghan,710886807903322112,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"Love this 

https://t.co/WVwq24uQdq",,,0.0,1577334289305407491
10/5/22 12:24 AM,Rakibul Islam,1519005716023066631,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @HHMansoor: I extend my deepest condolences to the Royal Family and people of the UK and the Commonwealth Realms following the death ofà,,,377.0,1577333924577087496
10/5/22 12:22 AM,Hachette Books,19301765,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @TODAYshow: In a new era of the monarchy following Queen Elizabeth IIÆs death, @katienicholl talks about her new book ôThe New Royals,öà",,,9.0,1577333277240729601
10/5/22 12:21 AM,Jim Pagan,81008088,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577333116481507328
10/5/22 12:17 AM,Mike Hadley,1577263132518584321,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @nytimes: A double rainbow shimmered across the crowds gathered outside Buckingham Palace. When the news of Queen Elizabeth II's death bà,,,13523.0,1577332145479159810
10/5/22 12:10 AM,May God protect my great Iraq???,1445522002303873027,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Platinum2022: Queen Elizabeth II died of old age, at 3.10pm on September 8th 2022. The information has been made publicly available onà",,,584.0,1577330417799204870
10/5/22 12:10 AM,Lord Windsor and Maharadhja of India Marius ++,833870033096945664,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577330225347690497
10/5/22 12:05 AM,CreativInn,2874290943,,-1,en,<a href='https://contentstudio.io' rel='nofollow'>ContentStudio.io</a>,"Picture: Christopher Langley  He said: ôWhen it was announced that queen died it was a huge shock, nobody expected it as she met the new prime minister two days before her death. https://t.co/BgvWcDgJLK via @persecutionnews #artnews #creativinn",,,0.0,1577329089312182273
10/5/22 12:02 AM,AICTCognitive,171205882,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"What's the science of public grief? Experts in the field discuss this topic following the death of Queen Elizabeth II. Read more on Scientific American, linked below: 

https://t.co/NdA5pAx1w1",,,1.0,1577328375835906053
10/4/22 11:51 PM,Paul Cloke,81601028,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @EmmausUK: Jacob, @EmmausLeeds' 8-year-old fundraising superstar, received a card from Queen Elizabeth II before her death. 

Jacob hadà",,,4.0,1577325618752102402
10/4/22 11:51 PM,maude estrella,1243006065295450115,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577325468700778498
10/4/22 11:48 PM,Bobo,831571943811858433,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577324852498894851
10/4/22 11:38 PM,DATA EXPUNGED,1534289577061625857,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @hanamrunesoberi: Retweet if Brian Griffin's death was more sad the Queen Elizabeth II's! https://t.co/3v6jCFLzzA,,,6528.0,1577322258921668609
10/4/22 11:38 PM,Rita Thomas,2522817930,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577322214155755520
10/4/22 11:31 PM,Never fear the truth,1497376558738255873,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577320417471201281
10/4/22 11:23 PM,Planet Belfast ??,4717512933,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"It was the Queen wot done it

Kwasi Kwarteng pins his disastrous mini budget on the late Queen Elizabeth II 

https://t.co/gbl9iAEm5j",,,0.0,1577318567128735749
10/4/22 11:23 PM,Stephanie,29655575,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577318486967128064
10/4/22 11:22 PM,Sasa,1446281135315554305,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577318282574852101
10/4/22 11:22 PM,Sasa,1446281135315554305,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577318242116603910
10/4/22 11:18 PM,Dalley Chala Tell it like it is - truth hurts,1335092867862183942,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577317212628869121
10/4/22 11:17 PM,Betty Abreu,1129057907004329984,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577316878707556353
10/4/22 11:04 PM,TheJournal.ie,150246405,,-1,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,The British Chancellor has said that Queen Elizabeth II's death added to the ôhigh-pressureö environment around the preparation of his mini-budget last month. https://t.co/cttKUIAOZB,,,0.0,1577313788122042368
10/4/22 11:03 PM,Katie Nicholl,271998627,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @TODAYshow: In a new era of the monarchy following Queen Elizabeth IIÆs death, @katienicholl talks about her new book ôThe New Royals,öà",,,9.0,1577313346302402562
10/4/22 10:58 PM,Adonis Neville,2614409228,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ENortonHistory: #OTD in 1568 death of Elizabeth of Valois, 3rd wife of Philip II of Spain & daughter of Henry II of France & Catherineà",,,21.0,1577312133146034176
10/4/22 10:50 PM,Trudy Mallon,906667750709268480,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577310295554682880
10/4/22 10:45 PM,MAXine,1458909122028580870,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"Princess Kate Says Son Prince Louis, 4, Is Struggling to Understand Queen Elizabeth IIÆs Death: He Has æLots of QuestionsÆ

They never stop. Windsor Soap Opera Digest. https://t.co/8G5GjQgTcb https://t.co/HxGiVLzIR3",,,0.0,1577309000210976774
10/4/22 10:34 PM,Paul Burgin ??,19499232,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,Disgusting of Kwarteng to use the late QueenÆs death as an excuse regarding the mini budget being a shambles. It adds further to the sense that he is not up to the job. I still note he has not apologised for giggling during Elizabeth IIÆs funeral,,,0.0,1577306235753402369
10/4/22 10:32 PM,Peacebird,866249041,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577305699884957697
10/4/22 10:31 PM,Pam Spreckers,1286896944,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577305352013488137
10/4/22 10:30 PM,Kelly Smith ?,3306628089,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577305126070624257
10/4/22 10:29 PM,Deborah,1395590658455375872,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577304959351226375
10/4/22 10:25 PM,CLH,798738481212104704,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577303950281543680
10/4/22 10:16 PM,.,35426023,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @dailytimespak: King Charles IIIáof the UK, who took the throne last month after the death of Queen Elizabeth II, has indicated a desireà",,,3.0,1577301680324055043
10/4/22 10:15 PM,Prince George,2907712952,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577301445246058498
10/4/22 10:13 PM,In-Site,1508215751739592712,,-1,en,<a href='https://in-site.xyz/' rel='nofollow'>In_Site_Updates</a>,Kwasi Kwarteng blames æpressureÆ of QueenÆs death for controversial mini-Budget - https://t.co/HnWNtJsJ9q -Kwasi Kwarteng appeared to blame the ôpressureö of Queen Elizabeth IIÆs death for his governmentÆs botched mini-Budget.,,,0.0,1577300876410163210
10/4/22 10:13 PM,Hugh Menzies,2166607299,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577300873247686659
10/4/22 10:11 PM,Prince George,2907712952,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577300426978099201
10/4/22 10:11 PM,Summer Warmth,1564867233561468928,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577300289539170304
10/4/22 10:09 PM,Emmaus Oxford,403374081,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @EmmausUK: Jacob, @EmmausLeeds' 8-year-old fundraising superstar, received a card from Queen Elizabeth II before her death. 

Jacob hadà",,,4.0,1577299910352928769
10/4/22 10:01 PM,????????,982799514271559680,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @TODAYshow: In a new era of the monarchy following Queen Elizabeth IIÆs death, @katienicholl talks about her new book ôThe New Royals,öà",,,9.0,1577297839621038081
10/4/22 10:01 PM,Secret London,3164375542,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"#Strike action was postponed following the death of Queen Elizabeth II, but new dates have been set for the beginning of next month ??
https://t.co/8BWsgkZGko",,,0.0,1577297777553448962
10/4/22 10:00 PM,AU College of Arts & Sciences,114839748,,-1,en,<a href='https://sproutsocial.com' rel='nofollow'>Sprout Social</a>,ICYMI: @AmericanU Prof. Laura Beers (@Fiery_Particle) shared her expertise with @CNN following the death of Queen Elizabeth II and questions surrounding the future of the British monarchy: https://t.co/KapoC79UpV @AUHistoryDept,,,0.0,1577297605456977922
10/4/22 9:58 PM,Linda shen,1537231867975553030,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577297168372834305
10/4/22 9:56 PM,CrazyBritishLady77,1390596867059236867,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577296527109808132
10/4/22 9:54 PM,Kimble Di,305848096,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577296058937401344
10/4/22 9:53 PM,Stephen,2918489657,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577295971721027584
10/4/22 9:53 PM,katewales82,979907331822678017,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577295959419133953
10/4/22 9:45 PM,TODAY,7744592,,-1,en,<a href='http://wildmoka.com' rel='nofollow'>Wildmoka</a>,"In a new era of the monarchy following Queen Elizabeth IIÆs death, @katienicholl talks about her new book ôThe New Royals,ö how King Charles III has been preparing to take the reins, and gives insight into the enduring relationship between the queen and Prince Harry. https://t.co/7ANZuWqxeP",,,9.0,1577293876406132738
10/4/22 9:44 PM,Effie Paige,1577291534101139456,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @BorisJohnson: Statement on the death of Her Majesty Queen Elizabeth II (3/3) https://t.co/yHPiUfBWlH,,,5701.0,1577293592879828993
10/4/22 9:44 PM,Caroline Baker,88253999,,-1,en,<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>,"RT @ENortonHistory: #OTD in 1568 death of Elizabeth of Valois, 3rd wife of Philip II of Spain & daughter of Henry II of France & Catherineà",,,21.0,1577293505420038145
10/4/22 9:39 PM,Centre for Death and Society @ Bath Uni,313923763,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @UniofBath: Our @cendeathsociety held two events last month reflecting on the death of Queen Elizabeth II.

Both talks are now live on tà",,,1.0,1577292286408462337
10/4/22 9:32 PM,Theresa Sanders,967600870169960454,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"After Queen Elizabeth II's death, Indigenous Australia can't be expected to shut up. Our sorry business is without end https://t.co/tNrrqfCAJS via @ABCaustralia",,,0.0,1577290605499219968
10/4/22 9:28 PM,Maria,2728878058,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577289639097942016
10/4/22 9:22 PM,Dorig,2296915400,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577288121993019399
10/4/22 9:21 PM,Taraivini Wati,282787761,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"What are you REALLY trying to tell us, media??! Listing old age as a cause of death for the Queen is misleading | Queen Elizabeth II | The Guardian https://t.co/1yRiaW4nKc",,,0.0,1577287684283826178
10/4/22 9:15 PM,Cole,222048731,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,315.0,1577286203585359874
10/4/22 9:11 PM,Beth Phillips,28601862,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,RT @Historic_Houses: Historic Houses shares in the grief of the nation as we mourn the death of Queen Elizabeth II. We give thanks for allà,,,2.0,1577285322496671746
10/4/22 9:11 PM,Sabrina Price,1492523985636102150,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @PopCrave: Kanye West empathizes with the UK following the death of Queen Elizabeth II:  

ôLONDON I KNOW HOW YOU FEEL
I LOST MY QUEEN Tà",,,3986.0,1577285193118797824
10/4/22 9:00 PM,Chamberlaine Cleaning Services,1256123993276461056,,-1,en,<a href='https://www.hootsuite.com' rel='nofollow'>Hootsuite Inc.</a>,We enjoyed the @WorshipCleaners #MilitaryAwards last week.  The event was the celebratory yet respectful following the death of Queen Elizabeth II. Congratulations to all the brilliant #Cadets whose hard work has enormously improved #EnvironmentalHealth worldwide. https://t.co/IhdLD9P7C0,,,0.0,1577282470466166785
10/4/22 8:54 PM,Buzz Blogs,1320696007672451079,,-1,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Death of Queen Elizabeth II prompts memories of time in theáUK https://t.co/GEiHmihfs8,,,0.0,1577280964547551232
10/4/22 8:48 PM,maria luiza ???????????????????,959571561073270784,,-1,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577279521149292545
10/4/22 8:48 PM,Bee for Baker,494928325,,-1,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577279517743357953
10/4/22 8:46 PM,Boniiii,1312755902496337921,,-1,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>,"RT @ABC: Buckingham Palace releases a new official photo of the King, the Queen Consort and the Prince and Princess of Wales following theà",,,180.0,1577278932302241792
